window_id,filename,window_num,label,label_text
CL2810002.csv|w40,CL2810002.csv,40,0,Normal
CL2810002.csv|w41,CL2810002.csv,41,0,Normal
CL2810002.csv|w42,CL2810002.csv,42,0,Normal
CL2810002.csv|w43,CL2810002.csv,43,0,Normal
CL2810002.csv|w44,CL2810002.csv,44,0,Normal
CL2810002.csv|w45,CL2810002.csv,45,0,Normal
CL2810002.csv|w46,CL2810002.csv,46,0,Normal
CL2810002.csv|w47,CL2810002.csv,47,0,Normal
CL2810002.csv|w48,CL2810002.csv,48,0,Normal
CL2810002.csv|w49,CL2810002.csv,49,0,Normal
CL2810002.csv|w50,CL2810002.csv,50,0,Normal
CL2810002.csv|w51,CL2810002.csv,51,0,Normal
CL2810002.csv|w52,CL2810002.csv,52,0,Normal
CL2810002.csv|w53,CL2810002.csv,53,0,Normal
CL2810002.csv|w54,CL2810002.csv,54,0,Normal
CL2810002.csv|w55,CL2810002.csv,55,0,Normal
GF1904001.csv|w1,GF1904001.csv,1,0,Normal
GF1904001.csv|w2,GF1904001.csv,2,1,AFib
GF1904001.csv|w3,GF1904001.csv,3,1,AFib
GF1904001.csv|w4,GF1904001.csv,4,1,AFib
GF1904001.csv|w5,GF1904001.csv,5,0,Normal
GF1904001.csv|w6,GF1904001.csv,6,-2,Tidak Terdeteksi
GF1904001.csv|w7,GF1904001.csv,7,0,Normal
GF1904001.csv|w8,GF1904001.csv,8,0,Normal
GF1904001.csv|w9,GF1904001.csv,9,0,Normal
GF1904001.csv|w10,GF1904001.csv,10,0,Normal
GF1904001.csv|w11,GF1904001.csv,11,0,Normal
GF1904001.csv|w12,GF1904001.csv,12,0,Normal
GF1904001.csv|w13,GF1904001.csv,13,0,Normal
GF1904001.csv|w14,GF1904001.csv,14,0,Normal
GF1904001.csv|w15,GF1904001.csv,15,0,Normal
GF1904001.csv|w16,GF1904001.csv,16,0,Normal
GF1904001.csv|w17,GF1904001.csv,17,0,Normal
GF1904001.csv|w18,GF1904001.csv,18,0,Normal
GF1904001.csv|w19,GF1904001.csv,19,0,Normal
GF1904001.csv|w20,GF1904001.csv,20,0,Normal
GF1904001.csv|w21,GF1904001.csv,21,0,Normal
GF1904001.csv|w22,GF1904001.csv,22,0,Normal
GF1904001.csv|w23,GF1904001.csv,23,0,Normal
GF1904001.csv|w24,GF1904001.csv,24,0,Normal
GF1904001.csv|w25,GF1904001.csv,25,0,Normal
GF1904001.csv|w26,GF1904001.csv,26,0,Normal
GF1904001.csv|w27,GF1904001.csv,27,0,Normal
GF1904001.csv|w28,GF1904001.csv,28,0,Normal
GF1904001.csv|w29,GF1904001.csv,29,0,Normal
GF1904001.csv|w30,GF1904001.csv,30,0,Normal
GF1904001.csv|w31,GF1904001.csv,31,0,Normal
GF1904001.csv|w32,GF1904001.csv,32,0,Normal
GF1904001.csv|w33,GF1904001.csv,33,0,Normal
GF1904001.csv|w34,GF1904001.csv,34,0,Normal
GF1904001.csv|w35,GF1904001.csv,35,0,Normal
GF1904001.csv|w36,GF1904001.csv,36,0,Normal
GF1904001.csv|w37,GF1904001.csv,37,0,Normal
GF1904001.csv|w38,GF1904001.csv,38,0,Normal
GF1904001.csv|w39,GF1904001.csv,39,0,Normal
GF1904001.csv|w40,GF1904001.csv,40,0,Normal
GF1904001.csv|w41,GF1904001.csv,41,0,Normal
GF1904001.csv|w42,GF1904001.csv,42,0,Normal
GF1904001.csv|w43,GF1904001.csv,43,0,Normal
GF1904001.csv|w44,GF1904001.csv,44,0,Normal
GF1904001.csv|w45,GF1904001.csv,45,0,Normal
GF1904001.csv|w46,GF1904001.csv,46,0,Normal
GF1904001.csv|w47,GF1904001.csv,47,1,AFib
GF1904001.csv|w48,GF1904001.csv,48,0,Normal
GF1904001.csv|w49,GF1904001.csv,49,0,Normal
GF1904001.csv|w50,GF1904001.csv,50,0,Normal
GF1904001.csv|w51,GF1904001.csv,51,0,Normal
GF1904001.csv|w52,GF1904001.csv,52,0,Normal
GF1904001.csv|w53,GF1904001.csv,53,0,Normal
GF1904001.csv|w54,GF1904001.csv,54,0,Normal
GF1904001.csv|w55,GF1904001.csv,55,0,Normal
GF1904002.csv|w1,GF1904002.csv,1,1,AFib
GF1904002.csv|w2,GF1904002.csv,2,0,Normal
GF1904002.csv|w3,GF1904002.csv,3,0,Normal
GF1904002.csv|w4,GF1904002.csv,4,0,Normal
GF1904002.csv|w5,GF1904002.csv,5,1,AFib
GF1904002.csv|w6,GF1904002.csv,6,1,AFib
GF1904002.csv|w7,GF1904002.csv,7,0,Normal
GF1904002.csv|w8,GF1904002.csv,8,0,Normal
GF1904002.csv|w9,GF1904002.csv,9,1,AFib
GF1904002.csv|w10,GF1904002.csv,10,0,Normal
GF1904002.csv|w11,GF1904002.csv,11,0,Normal
GF1904002.csv|w12,GF1904002.csv,12,1,AFib
GF1904002.csv|w13,GF1904002.csv,13,0,Normal
GF1904002.csv|w14,GF1904002.csv,14,0,Normal
GF1904002.csv|w15,GF1904002.csv,15,-2,Tidak Terdeteksi
GF1904002.csv|w16,GF1904002.csv,16,0,Normal
GF1904002.csv|w17,GF1904002.csv,17,0,Normal
GF1904002.csv|w18,GF1904002.csv,18,1,AFib
GF1904002.csv|w19,GF1904002.csv,19,0,Normal
GF1904002.csv|w20,GF1904002.csv,20,0,Normal
GF1904002.csv|w21,GF1904002.csv,21,0,Normal
GF1904002.csv|w22,GF1904002.csv,22,0,Normal
GF1904002.csv|w23,GF1904002.csv,23,1,AFib
GF1904002.csv|w24,GF1904002.csv,24,0,Normal
GF1904002.csv|w25,GF1904002.csv,25,0,Normal
GF1904002.csv|w26,GF1904002.csv,26,0,Normal
GF1904002.csv|w27,GF1904002.csv,27,0,Normal
GF1904002.csv|w28,GF1904002.csv,28,1,AFib
GF1904002.csv|w29,GF1904002.csv,29,0,Normal
GF1904002.csv|w30,GF1904002.csv,30,1,AFib
GF1904002.csv|w31,GF1904002.csv,31,1,AFib
GF1904002.csv|w32,GF1904002.csv,32,0,Normal
GF1904002.csv|w33,GF1904002.csv,33,0,Normal
GF1904002.csv|w34,GF1904002.csv,34,0,Normal
GF1904002.csv|w35,GF1904002.csv,35,0,Normal
GF1904002.csv|w36,GF1904002.csv,36,0,Normal
GF1904002.csv|w37,GF1904002.csv,37,0,Normal
GF1904002.csv|w38,GF1904002.csv,38,0,Normal
GF1904002.csv|w39,GF1904002.csv,39,0,Normal
GF1904002.csv|w40,GF1904002.csv,40,0,Normal
GF1904002.csv|w41,GF1904002.csv,41,0,Normal
GF1904002.csv|w42,GF1904002.csv,42,0,Normal
GF1904002.csv|w43,GF1904002.csv,43,0,Normal
GF1904002.csv|w44,GF1904002.csv,44,0,Normal
GF1904002.csv|w45,GF1904002.csv,45,0,Normal
GF1904002.csv|w46,GF1904002.csv,46,0,Normal
GF1904002.csv|w47,GF1904002.csv,47,0,Normal
GF1904002.csv|w48,GF1904002.csv,48,0,Normal
GF1904002.csv|w49,GF1904002.csv,49,0,Normal
GF1904002.csv|w50,GF1904002.csv,50,0,Normal
GF1904002.csv|w51,GF1904002.csv,51,1,AFib
GF1904002.csv|w52,GF1904002.csv,52,0,Normal
GF1904002.csv|w53,GF1904002.csv,53,0,Normal
GF1904002.csv|w54,GF1904002.csv,54,1,AFib
GF1904002.csv|w55,GF1904002.csv,55,1,AFib
JV2104001.csv|w1,JV2104001.csv,1,0,Normal
JV2104001.csv|w2,JV2104001.csv,2,0,Normal
JV2104001.csv|w3,JV2104001.csv,3,0,Normal
JV2104001.csv|w4,JV2104001.csv,4,0,Normal
JV2104001.csv|w5,JV2104001.csv,5,0,Normal
JV2104001.csv|w6,JV2104001.csv,6,0,Normal
JV2104001.csv|w7,JV2104001.csv,7,0,Normal
JV2104001.csv|w8,JV2104001.csv,8,0,Normal
JV2104001.csv|w9,JV2104001.csv,9,0,Normal
JV2104001.csv|w10,JV2104001.csv,10,0,Normal
JV2104001.csv|w11,JV2104001.csv,11,0,Normal
JV2104001.csv|w12,JV2104001.csv,12,0,Normal
JV2104001.csv|w13,JV2104001.csv,13,0,Normal
JV2104001.csv|w14,JV2104001.csv,14,0,Normal
JV2104001.csv|w15,JV2104001.csv,15,0,Normal
JV2104001.csv|w16,JV2104001.csv,16,0,Normal
JV2104001.csv|w17,JV2104001.csv,17,0,Normal
JV2104001.csv|w18,JV2104001.csv,18,0,Normal
JV2104001.csv|w19,JV2104001.csv,19,0,Normal
JV2104001.csv|w20,JV2104001.csv,20,0,Normal
JV2104001.csv|w21,JV2104001.csv,21,0,Normal
JV2104001.csv|w22,JV2104001.csv,22,0,Normal
JV2104001.csv|w23,JV2104001.csv,23,0,Normal
JV2104001.csv|w24,JV2104001.csv,24,0,Normal
JV2104001.csv|w25,JV2104001.csv,25,0,Normal
JV2104001.csv|w26,JV2104001.csv,26,0,Normal
JV2104001.csv|w27,JV2104001.csv,27,0,Normal
JV2104001.csv|w28,JV2104001.csv,28,0,Normal
JV2104001.csv|w29,JV2104001.csv,29,0,Normal
JV2104001.csv|w30,JV2104001.csv,30,0,Normal
JV2104001.csv|w31,JV2104001.csv,31,0,Normal
JV2104001.csv|w32,JV2104001.csv,32,0,Normal
JV2104001.csv|w33,JV2104001.csv,33,1,AFib
JV2104001.csv|w34,JV2104001.csv,34,0,Normal
JV2104001.csv|w35,JV2104001.csv,35,0,Normal
JV2104001.csv|w36,JV2104001.csv,36,0,Normal
JV2104001.csv|w37,JV2104001.csv,37,0,Normal
JV2104001.csv|w38,JV2104001.csv,38,0,Normal
JV2104001.csv|w39,JV2104001.csv,39,0,Normal
JV2104001.csv|w40,JV2104001.csv,40,0,Normal
JV2104001.csv|w41,JV2104001.csv,41,0,Normal
JV2104001.csv|w42,JV2104001.csv,42,0,Normal
JV2104001.csv|w43,JV2104001.csv,43,0,Normal
JV2104001.csv|w44,JV2104001.csv,44,0,Normal
JV2104001.csv|w45,JV2104001.csv,45,0,Normal
JV2104001.csv|w46,JV2104001.csv,46,0,Normal
JV2104001.csv|w47,JV2104001.csv,47,0,Normal
JV2104001.csv|w48,JV2104001.csv,48,0,Normal
JV2104001.csv|w49,JV2104001.csv,49,0,Normal
JV2104001.csv|w50,JV2104001.csv,50,0,Normal
JV2104001.csv|w51,JV2104001.csv,51,0,Normal
JV2104001.csv|w52,JV2104001.csv,52,0,Normal
JV2104001.csv|w53,JV2104001.csv,53,0,Normal
JV2104001.csv|w54,JV2104001.csv,54,0,Normal
JV2104001.csv|w55,JV2104001.csv,55,0,Normal
JV2104002.csv|w1,JV2104002.csv,1,0,Normal
JV2104002.csv|w2,JV2104002.csv,2,1,AFib
JV2104002.csv|w3,JV2104002.csv,3,0,Normal
JV2104002.csv|w4,JV2104002.csv,4,0,Normal
JV2104002.csv|w5,JV2104002.csv,5,0,Normal
JV2104002.csv|w6,JV2104002.csv,6,0,Normal
JV2104002.csv|w7,JV2104002.csv,7,0,Normal
JV2104002.csv|w8,JV2104002.csv,8,0,Normal
JV2104002.csv|w9,JV2104002.csv,9,0,Normal
JV2104002.csv|w10,JV2104002.csv,10,0,Normal
JV2104002.csv|w11,JV2104002.csv,11,0,Normal
JV2104002.csv|w12,JV2104002.csv,12,0,Normal
JV2104002.csv|w13,JV2104002.csv,13,0,Normal
JV2104002.csv|w14,JV2104002.csv,14,0,Normal
JV2104002.csv|w15,JV2104002.csv,15,0,Normal
JV2104002.csv|w16,JV2104002.csv,16,0,Normal
JV2104002.csv|w17,JV2104002.csv,17,0,Normal
JV2104002.csv|w18,JV2104002.csv,18,0,Normal
JV2104002.csv|w19,JV2104002.csv,19,0,Normal
JV2104002.csv|w20,JV2104002.csv,20,0,Normal
JV2104002.csv|w21,JV2104002.csv,21,0,Normal
JV2104002.csv|w22,JV2104002.csv,22,0,Normal
JV2104002.csv|w23,JV2104002.csv,23,0,Normal
JV2104002.csv|w24,JV2104002.csv,24,0,Normal
JV2104002.csv|w25,JV2104002.csv,25,0,Normal
JV2104002.csv|w26,JV2104002.csv,26,0,Normal
JV2104002.csv|w27,JV2104002.csv,27,0,Normal
JV2104002.csv|w28,JV2104002.csv,28,0,Normal
JV2104002.csv|w29,JV2104002.csv,29,0,Normal
JV2104002.csv|w30,JV2104002.csv,30,0,Normal
JV2104002.csv|w31,JV2104002.csv,31,0,Normal
JV2104002.csv|w32,JV2104002.csv,32,0,Normal
JV2104002.csv|w33,JV2104002.csv,33,0,Normal
JV2104002.csv|w34,JV2104002.csv,34,0,Normal
JV2104002.csv|w35,JV2104002.csv,35,0,Normal
JV2104002.csv|w36,JV2104002.csv,36,0,Normal
JV2104002.csv|w37,JV2104002.csv,37,0,Normal
JV2104002.csv|w38,JV2104002.csv,38,0,Normal
JV2104002.csv|w39,JV2104002.csv,39,0,Normal
JV2104002.csv|w40,JV2104002.csv,40,0,Normal
JV2104002.csv|w41,JV2104002.csv,41,0,Normal
JV2104002.csv|w42,JV2104002.csv,42,0,Normal
JV2104002.csv|w43,JV2104002.csv,43,0,Normal
JV2104002.csv|w44,JV2104002.csv,44,0,Normal
JV2104002.csv|w45,JV2104002.csv,45,0,Normal
JV2104002.csv|w46,JV2104002.csv,46,0,Normal
JV2104002.csv|w47,JV2104002.csv,47,0,Normal
JV2104002.csv|w48,JV2104002.csv,48,0,Normal
JV2104002.csv|w49,JV2104002.csv,49,0,Normal
JV2104002.csv|w50,JV2104002.csv,50,0,Normal
JV2104002.csv|w51,JV2104002.csv,51,0,Normal
JV2104002.csv|w52,JV2104002.csv,52,0,Normal
JV2104002.csv|w53,JV2104002.csv,53,0,Normal
JV2104002.csv|w54,JV2104002.csv,54,0,Normal
JV2104002.csv|w55,JV2104002.csv,55,0,Normal
